ID	Chr	Gene	Start	Stop	n_introns	exon_breakpoints
YDL246C	Chr4	SOR2	8683	9756	0	8683_9756
YDL247W	Chr4	MPH2	5985	7814	0	5985_7814
YDL247W-A	Chr4	YDL247W-A	3762	3836	0	3762_3836
YDL248W	Chr4	COS7	1802	2953	0	1802_2953
YDR001C	Chr4	NTH1	450220	452475	0	450220_452475
YDR002W	Chr4	YRB1	453045	453650	0	453045_453650
YDR003W	Chr4	RCR2	454122	454754	0	454122_454754
YDR003W-A	Chr4	YDR003W-A	454782	454904	0	454782_454904
YDR004W	Chr4	RAD57	455201	456583	0	455201_456583
YDR005C	Chr4	MAF1	456836	458103	1	456836_458017_458098_458103
YDR006C	Chr4	SOK1	458542	461247	0	458542_461247
YDR007W	Chr4	TRP1	461842	462516	0	461842_462516
YDR008C	Chr4	YDR008C	462252	462602	0	462252_462602
YDR009W	Chr4	GAL3	463434	464996	0	463434_464996
YDR010C	Chr4	YDR010C	465051	465383	0	465051_465383
YDR011W	Chr4	SNQ2	465919	470424	0	465919_470424
YDR012W	Chr4	RPL4B	471853	472941	0	471853_472941
YDR013W	Chr4	PSF1	473157	473783	0	473157_473783
YDR014W	Chr4	RAD61	474046	475989	0	474046_475989
YDR014W-A	Chr4	HED1	477797	478285	0	477797_478285
YDR015C	Chr4	YDR015C	477960	478199	0	477960_478199
YDR016C	Chr4	DAD1	478474	478758	0	478474_478758
YDR017C	Chr4	KCS1	479115	482267	0	479115_482267
YDR018C	Chr4	YDR018C	482670	483860	0	482670_483860
YDR019C	Chr4	GCV1	484163	485365	0	484163_485365
YDR020C	Chr4	DAS2	485746	486444	0	485746_486444
YDR021W	Chr4	FAL1	486804	488003	0	486804_488003
YDR022C	Chr4	ATG31	488072	488662	0	488072_488662
YDR023W	Chr4	SES1	489508	490896	0	489508_490896
YDR024W	Chr4	FYV1	491017	491502	0	491017_491502
YDR025W	Chr4	RPS11A	491515	492324	1	491515_491559_491899_492324
YDR026C	Chr4	NSI1	492556	494268	0	492556_494268
YDR027C	Chr4	VPS54	494649	497318	0	494649_497318
YDR028C	Chr4	REG1	497835	500879	0	497835_500879
YDR029W	Chr4	YDR029W	501100	501414	0	501100_501414
YDR030C	Chr4	RAD28	501753	503273	0	501753_503273
YDR031W	Chr4	MIX14	503498	503863	0	503498_503863
YDR032C	Chr4	PST2	504099	504695	0	504099_504695
YDR033W	Chr4	MRH1	508147	509109	0	508147_509109
YDR034C	Chr4	LYS14	509737	512109	0	509737_512109
YDR034C-A	Chr4	YDR034C-A	520516	520692	0	520516_520692
YDR034C-C	Chr4	YDR034C-C	518040	519356	0	518040_519356
YDR034C-D	Chr4	YDR034C-D	514043	519356	1	514043_518062_518064_519356
YDR034W-B	Chr4	YDR034W-B	521314	521469	0	521314_521469
YDR035W	Chr4	ARO3	521816	522928	0	521816_522928
YDR036C	Chr4	EHD3	523211	524713	0	523211_524713
YDR037W	Chr4	KRS1	525440	527215	0	525440_527215
YDR038C	Chr4	ENA5	527422	530697	0	527422_530697
YDR039C	Chr4	ENA2	531307	534582	0	531307_534582
YDR040C	Chr4	ENA1	535192	538467	0	535192_538467
YDR041W	Chr4	RSM10	539803	540414	0	539803_540414
YDR042C	Chr4	YDR042C	540601	541203	0	540601_541203
YDR043C	Chr4	NRG1	542674	543369	0	542674_543369
YDR044W	Chr4	HEM13	546642	547628	0	546642_547628
YDR045C	Chr4	RPC11	547978	548310	0	547978_548310
YDR046C	Chr4	BAP3	548762	550576	0	548762_550576
YDR047W	Chr4	HEM12	551860	552948	0	551860_552948
YDR048C	Chr4	YDR048C	553084	553398	0	553084_553398
YDR049W	Chr4	VMS1	553254	555152	0	553254_555152
YDR050C	Chr4	TPI1	555726	556472	0	555726_556472
YDR051C	Chr4	DET1	557056	558060	0	557056_558060
YDR052C	Chr4	DBF4	558511	560625	0	558511_560625
YDR053W	Chr4	YDR053W	560249	560644	0	560249_560644
YDR054C	Chr4	CDC34	561440	562327	0	561440_562327
YDR055W	Chr4	PST1	563527	564861	0	563527_564861
YDR056C	Chr4	YDR056C	565023	565640	0	565023_565640
YDR057W	Chr4	YOS9	565927	567555	0	565927_567555
YDR058C	Chr4	TGL2	567723	568703	0	567723_568703
YDR059C	Chr4	UBC5	569234	569770	1	569234_569633_569724_569770
YDR060W	Chr4	MAK21	570649	573726	0	570649_573726
YDR061W	Chr4	YDR061W	574164	575783	0	574164_575783
YDR062W	Chr4	LCB2	576474	578159	0	576474_578159
YDR063W	Chr4	AIM7	578663	579112	0	578663_579112
YDR064W	Chr4	RPS13	579458	580452	1	579458_579478_580018_580452
YDR065W	Chr4	RRG1	580687	581784	0	580687_581784
YDR066C	Chr4	RTR2	581908	582498	0	581908_582498
YDR067C	Chr4	OCA6	582791	583465	0	582791_583465
YDR068W	Chr4	DOS2	583713	584645	0	583713_584645
YDR069C	Chr4	DOA4	584939	587719	0	584939_587719
YDR070C	Chr4	FMP16	588098	588379	0	588098_588379
YDR071C	Chr4	PAA1	588827	589402	0	588827_589402
YDR072C	Chr4	IPT1	589761	591344	0	589761_591344
YDR073W	Chr4	SNF11	592439	592948	0	592439_592948
YDR074W	Chr4	TPS2	593893	596583	0	593893_596583
YDR075W	Chr4	PPH3	597156	598082	0	597156_598082
YDR076W	Chr4	RAD55	598468	599688	0	598468_599688
YDR077W	Chr4	SED1	600793	601809	0	600793_601809
YDR078C	Chr4	SHU2	602198	602869	0	602198_602869
YDR079C-A	Chr4	TFB5	603593	603811	0	603593_603811
YDR079W	Chr4	PET100	603064	603399	0	603064_603399
YDR080W	Chr4	VPS41	604008	606986	0	604008_606986
YDR081C	Chr4	PDC2	607304	610081	0	607304_610081
YDR082W	Chr4	STN1	610441	611925	0	610441_611925
YDR083W	Chr4	RRP8	612073	613251	0	612073_613251
YDR084C	Chr4	TVP23	613405	614004	0	613405_614004
YDR085C	Chr4	AFR1	614288	616150	0	614288_616150
YDR086C	Chr4	SSS1	616928	617170	0	616928_617170
YDR087C	Chr4	RRP1	617470	618306	0	617470_618306
YDR088C	Chr4	SLU7	618497	619645	0	618497_619645
YDR089W	Chr4	YDR089W	622112	624721	0	622112_624721
YDR090C	Chr4	YDR090C	625066	625998	0	625066_625998
YDR091C	Chr4	RLI1	626708	628534	0	626708_628534
YDR092W	Chr4	UBC13	629876	630605	1	629876_629905_630174_630605
YDR093W	Chr4	DNF2	631282	636120	0	631282_636120
YDR094W	Chr4	YDR094W	635840	636175	0	635840_636175
YDR095C	Chr4	YDR095C	636117	636527	0	636117_636527
YDR096W	Chr4	GIS1	637139	639823	0	637139_639823
YDR097C	Chr4	MSH6	640109	643837	0	640109_643837
YDR098C	Chr4	GRX3	644178	645035	0	644178_645035
YDR098C-A	Chr4	YDR098C-A	649804	651126	0	649804_651126
YDR098C-B	Chr4	YDR098C-B	645858	651126	1	645858_649820_649822_651126
YDR099W	Chr4	BMH2	653607	654428	0	653607_654428
YDR100W	Chr4	TVP15	655013	655444	0	655013_655444
YDR101C	Chr4	ARX1	655686	657467	0	655686_657467
YDR102C	Chr4	YDR102C	657648	657980	0	657648_657980
YDR103W	Chr4	STE5	658350	661103	0	658350_661103
YDR104C	Chr4	SPO71	661173	664910	0	661173_664910
YDR105C	Chr4	TMS1	665349	666770	0	665349_666770
YDR106W	Chr4	ARP10	667004	667858	0	667004_667858
YDR107C	Chr4	TMN2	669016	671034	0	669016_671034
YDR108W	Chr4	TRS85	671269	673365	0	671269_673365
YDR109C	Chr4	YDR109C	673520	675667	0	673520_675667
YDR110W	Chr4	FOB1	676102	677802	0	676102_677802
YDR111C	Chr4	ALT2	678241	679764	0	678241_679764
YDR112W	Chr4	IRC2	679544	679852	0	679544_679852
YDR113C	Chr4	PDS1	680496	681617	0	680496_681617
YDR114C	Chr4	YDR114C	681924	682226	0	681924_682226
YDR115W	Chr4	YDR115W	682175	682492	0	682175_682492
YDR116C	Chr4	MRPL1	682724	683581	0	682724_683581
YDR117C	Chr4	TMA64	683946	685643	0	683946_685643
YDR118W	Chr4	APC4	685882	687840	0	685882_687840
YDR118W-A	Chr4	YDR118W-A	687768	687884	0	687768_687884
YDR119W	Chr4	VBA4	688227	690533	0	688227_690533
YDR119W-A	Chr4	COX26	691014	691214	0	691014_691214
YDR120C	Chr4	TRM1	691549	693261	0	691549_693261
YDR121W	Chr4	DPB4	693585	694175	0	693585_694175
YDR122W	Chr4	KIN1	694700	697894	0	694700_697894
YDR123C	Chr4	INO2	698554	699468	0	698554_699468
YDR124W	Chr4	YDR124W	700315	701289	0	700315_701289
YDR125C	Chr4	ECM18	701397	702758	0	701397_702758
YDR126W	Chr4	SWF1	703234	704244	0	703234_704244
YDR127W	Chr4	ARO1	704484	709250	0	704484_709250
YDR128W	Chr4	MTC5	709549	712995	0	709549_712995
YDR129C	Chr4	SAC6	713340	715379	1	713340_715247_715359_715379
YDR130C	Chr4	FIN1	715747	716622	0	715747_716622
YDR131C	Chr4	YDR131C	716790	718460	0	716790_718460
YDR132C	Chr4	YDR132C	718816	720303	0	718816_720303
YDR133C	Chr4	YDR133C	720962	721297	0	720962_721297
YDR135C	Chr4	YCF1	723004	727551	0	723004_727551
YDR136C	Chr4	VPS61	727711	728283	0	727711_728283
YDR137W	Chr4	RGP1	728259	730250	0	728259_730250
YDR138W	Chr4	HPR1	730578	732836	0	730578_732836
YDR139C	Chr4	RUB1	733618	733924	1	733618_733702_733776_733924
YDR140W	Chr4	MTQ2	734138	734803	0	734138_734803
YDR141C	Chr4	DOP1	734901	739997	0	734901_739997
YDR142C	Chr4	PEX7	740473	741600	0	740473_741600
YDR143C	Chr4	SAN1	742042	743874	0	742042_743874
YDR144C	Chr4	MKC7	744311	746101	0	744311_746101
YDR145W	Chr4	TAF12	746738	748357	0	746738_748357
YDR146C	Chr4	SWI5	748613	750742	0	748613_750742
YDR147W	Chr4	EKI1	751631	753235	0	751631_753235
YDR148C	Chr4	KGD2	753675	755066	0	753675_755066
YDR149C	Chr4	YDR149C	755555	756262	0	755555_756262
YDR150W	Chr4	NUM1	755628	763874	0	755628_763874
YDR151C	Chr4	CTH1	764178	765155	0	764178_765155
YDR152W	Chr4	GIR2	765706	766503	0	765706_766503
YDR153C	Chr4	ENT5	766736	767971	0	766736_767971
YDR154C	Chr4	YDR154C	768403	768753	0	768403_768753
YDR155C	Chr4	CPR1	768512	769000	0	768512_769000
YDR156W	Chr4	RPA14	769525	769938	0	769525_769938
YDR157W	Chr4	YDR157W	769931	770332	0	769931_770332
YDR158W	Chr4	HOM2	770357	771454	0	770357_771454
YDR159W	Chr4	SAC3	771877	775782	0	771877_775782
YDR160W	Chr4	SSY1	776163	778721	0	776163_778721
YDR161W	Chr4	YDR161W	779043	780206	0	779043_780206
YDR162C	Chr4	NBP2	780390	781100	0	780390_781100
YDR163W	Chr4	CWC15	781423	781950	0	781423_781950
YDR164C	Chr4	SEC1	782041	784215	0	782041_784215
YDR165W	Chr4	TRM82	784871	786205	0	784871_786205
YDR166C	Chr4	SEC5	786306	789221	0	786306_789221
YDR167W	Chr4	TAF10	789449	790069	0	789449_790069
YDR168W	Chr4	CDC37	790328	791848	0	790328_791848
YDR169C	Chr4	STB3	792348	793889	0	792348_793889
YDR169C-A	Chr4	YDR169C-A	794574	794723	0	794574_794723
YDR170C	Chr4	SEC7	796193	802222	0	796193_802222
YDR170W-A	Chr4	YDR170W-A	803195	804517	0	803195_804517
YDR171W	Chr4	HSP42	806621	807748	0	806621_807748
YDR172W	Chr4	SUP35	808324	810381	0	808324_810381
YDR173C	Chr4	ARG82	810565	811632	0	810565_811632
YDR174W	Chr4	HMO1	812110	812850	0	812110_812850
YDR175C	Chr4	RSM24	813193	814152	0	813193_814152
YDR176W	Chr4	NGG1	814452	816560	0	814452_816560
YDR177W	Chr4	UBC1	816878	817525	0	816878_817525
YDR178W	Chr4	SDH4	817950	818495	0	817950_818495
YDR179C	Chr4	CSN9	818708	819196	0	818708_819196
YDR179W-A	Chr4	YDR179W-A	819433	820824	0	819433_820824
YDR180W	Chr4	SCC2	821295	825776	0	821295_825776
YDR181C	Chr4	SAS4	825910	827355	0	825910_827355
YDR182W	Chr4	CDC1	827582	829057	0	827582_829057
YDR182W-A	Chr4	YDR182W-A	829151	829354	0	829151_829354
YDR183C-A	Chr4	YDR183C-A	830397	830654	0	830397_830654
YDR183W	Chr4	PLP1	829585	830277	0	829585_830277
YDR184C	Chr4	ATC1	830629	831513	0	830629_831513
YDR185C	Chr4	UPS3	831934	832473	0	831934_832473
YDR186C	Chr4	YDR186C	832859	835492	0	832859_835492
YDR187C	Chr4	YDR187C	836228	836746	0	836228_836746
YDR188W	Chr4	CCT6	836421	838061	0	836421_838061
YDR189W	Chr4	SLY1	838392	840392	0	838392_840392
YDR190C	Chr4	RVB1	840604	841995	0	840604_841995
YDR191W	Chr4	HST4	842337	843449	0	842337_843449
YDR192C	Chr4	NUP42	843569	844861	0	843569_844861
YDR193W	Chr4	YDR193W	844554	844952	0	844554_844952
YDR194C	Chr4	MSS116	845952	847946	0	845952_847946
YDR194W-A	Chr4	YDR194W-A	848071	848223	0	848071_848223
YDR195W	Chr4	REF2	848599	850200	0	848599_850200
YDR196C	Chr4	CAB5	850274	850999	0	850274_850999
YDR197W	Chr4	CBS2	851228	852397	0	851228_852397
YDR198C	Chr4	RKM2	852533	853972	0	852533_853972
YDR199W	Chr4	YDR199W	854175	854540	0	854175_854540
YDR200C	Chr4	VPS64	854279	856093	0	854279_856093
YDR201W	Chr4	SPC19	856317	856814	0	856317_856814
YDR202C	Chr4	RAV2	856898	857953	0	856898_857953
YDR203W	Chr4	YDR203W	857682	857999	0	857682_857999
YDR204W	Chr4	COQ4	858137	859144	0	858137_859144
YDR205W	Chr4	MSC2	859346	861520	0	859346_861520
YDR206W	Chr4	EBS1	862054	864708	0	862054_864708
YDR207C	Chr4	UME6	865012	867522	0	865012_867522
YDR208W	Chr4	MSS4	868224	870563	0	868224_870563
YDR209C	Chr4	YDR209C	871036	871449	0	871036_871449
YDR210C-C	Chr4	YDR210C-C	882605	883927	0	882605_883927
YDR210C-D	Chr4	YDR210C-D	878659	883927	1	878659_882621_882623_883927
YDR210W	Chr4	YDR210W	871074	871301	0	871074_871301
YDR210W-A	Chr4	YDR210W-A	872112	873428	0	872112_873428
YDR210W-B	Chr4	YDR210W-B	872112	877425	1	872112_873404_873406_877425
YDR211W	Chr4	GCD6	884727	886865	0	884727_886865
YDR212W	Chr4	TCP1	887232	888911	0	887232_888911
YDR213W	Chr4	UPC2	889751	892492	0	889751_892492
YDR214W	Chr4	AHA1	892875	893927	0	892875_893927
YDR215C	Chr4	YDR215C	894089	894502	0	894089_894502
YDR216W	Chr4	ADR1	895035	899006	0	895035_899006
YDR217C	Chr4	RAD9	899551	903480	0	899551_903480
YDR218C	Chr4	SPR28	903781	905052	0	903781_905052
YDR219C	Chr4	MFB1	905455	906852	0	905455_906852
YDR220C	Chr4	YDR220C	907000	907293	0	907000_907293
YDR221W	Chr4	GTB1	907330	909438	0	907330_909438
YDR222W	Chr4	YDR222W	910054	911301	0	910054_911301
YDR223W	Chr4	CRF1	912099	913502	0	912099_913502
YDR224C	Chr4	HTB1	914317	914712	0	914317_914712
YDR225W	Chr4	HTA1	915530	915928	0	915530_915928
YDR226W	Chr4	ADK1	916486	917154	0	916486_917154
YDR227W	Chr4	SIR4	917571	921647	0	917571_921647
YDR228C	Chr4	PCF11	921926	923806	0	921926_923806
YDR229W	Chr4	IVY1	924785	926146	0	924785_926146
YDR230W	Chr4	YDR230W	926223	926570	0	926223_926570
YDR231C	Chr4	COX20	926293	926910	0	926293_926910
YDR232W	Chr4	HEM1	927452	929098	0	927452_929098
YDR233C	Chr4	RTN1	929470	930357	0	929470_930357
YDR234W	Chr4	LYS4	931129	933210	0	931129_933210
YDR235W	Chr4	PRP42	933504	935138	0	933504_935138
YDR236C	Chr4	FMN1	935236	935892	0	935236_935892
YDR237W	Chr4	MRPL7	936615	937493	0	936615_937493
YDR238C	Chr4	SEC26	937895	940816	0	937895_940816
YDR239C	Chr4	YDR239C	941057	943420	0	941057_943420
YDR240C	Chr4	SNU56	943674	945152	0	943674_945152
YDR241W	Chr4	BUD26	945151	945438	0	945151_945438
YDR242W	Chr4	AMD2	946807	948456	0	946807_948456
YDR243C	Chr4	PRP28	948518	950284	0	948518_950284
YDR244W	Chr4	PEX5	950563	952401	0	950563_952401
YDR245W	Chr4	MNN10	952800	953981	0	952800_953981
YDR246W	Chr4	TRS23	954288	954947	0	954288_954947
YDR246W-A	Chr4	YDR246W-A	955133	955333	0	955133_955333
YDR247W	Chr4	VHS1	956013	957398	0	956013_957398
YDR248C	Chr4	YDR248C	957758	958339	0	957758_958339
YDR249C	Chr4	YDR249C	958681	959802	0	958681_959802
YDR250C	Chr4	YDR250C	960086	960361	0	960086_960361
YDR251W	Chr4	PAM1	960614	963106	0	960614_963106
YDR252W	Chr4	BTT1	963412	963861	0	963412_963861
YDR253C	Chr4	MET32	963990	964565	0	963990_964565
YDR254W	Chr4	CHL4	965113	966489	0	965113_966489
YDR255C	Chr4	RMD5	966557	967822	0	966557_967822
YDR256C	Chr4	CTA1	968133	969680	0	968133_969680
YDR257C	Chr4	RKM4	969990	971474	0	969990_971474
YDR258C	Chr4	HSP78	971808	974243	0	971808_974243
YDR259C	Chr4	YAP6	974631	975782	0	974631_975782
YDR260C	Chr4	SWM1	976717	977229	0	976717_977229
YDR261C	Chr4	EXG2	977521	979209	0	977521_979209
YDR261C-C	Chr4	YDR261C-C	991027	992349	0	991027_992349
YDR261C-D	Chr4	YDR261C-D	987534	992349	1	987534_991043_991045_992349
YDR261W-A	Chr4	YDR261W-A	981462	982778	0	981462_982778
YDR261W-B	Chr4	YDR261W-B	981462	986775	1	981462_982754_982756_986775
YDR262W	Chr4	YDR262W	993134	993952	0	993134_993952
YDR263C	Chr4	DIN7	994242	995534	0	994242_995534
YDR264C	Chr4	AKR1	996029	998323	0	996029_998323
YDR265W	Chr4	PEX10	998864	999877	0	998864_999877
YDR266C	Chr4	HEL2	1000104	1002023	0	1000104_1002023
YDR267C	Chr4	CIA1	1002510	1003502	0	1002510_1003502
YDR268W	Chr4	MSW1	1004004	1005143	0	1004004_1005143
YDR269C	Chr4	YDR269C	1005665	1005988	0	1005665_1005988
YDR270W	Chr4	CCC2	1005675	1008689	0	1005675_1008689
YDR271C	Chr4	YDR271C	1008395	1008766	0	1008395_1008766
YDR272W	Chr4	GLO2	1009010	1009834	0	1009010_1009834
YDR273W	Chr4	DON1	1010176	1011273	0	1010176_1011273
YDR274C	Chr4	YDR274C	1011589	1011960	0	1011589_1011960
YDR275W	Chr4	BSC2	1012252	1012959	0	1012252_1012959
YDR276C	Chr4	PMP3	1013476	1013643	0	1013476_1013643
YDR277C	Chr4	MTH1	1014401	1015702	0	1014401_1015702
YDR278C	Chr4	YDR278C	1017001	1017318	0	1017001_1017318
YDR279W	Chr4	RNH202	1019368	1020420	0	1019368_1020420
YDR280W	Chr4	RRP45	1020747	1021664	0	1020747_1021664
YDR281C	Chr4	PHM6	1022007	1022321	0	1022007_1022321
YDR282C	Chr4	YDR282C	1023511	1024755	0	1023511_1024755
YDR283C	Chr4	GCN2	1025070	1030049	0	1025070_1030049
YDR284C	Chr4	DPP1	1030550	1031419	0	1030550_1031419
YDR285W	Chr4	ZIP1	1032436	1035063	0	1032436_1035063
YDR286C	Chr4	YDR286C	1035231	1035575	0	1035231_1035575
YDR287W	Chr4	INM2	1035995	1036873	0	1035995_1036873
YDR288W	Chr4	NSE3	1037195	1038106	0	1037195_1038106
YDR289C	Chr4	RTT103	1038280	1039509	0	1038280_1039509
YDR290W	Chr4	YDR290W	1039370	1039699	0	1039370_1039699
YDR291W	Chr4	HRQ1	1039728	1042961	0	1039728_1042961
YDR292C	Chr4	SRP101	1043146	1045011	0	1043146_1045011
YDR293C	Chr4	SSD1	1045640	1049392	0	1045640_1049392
YDR294C	Chr4	DPL1	1050459	1052228	0	1050459_1052228
YDR295C	Chr4	HDA2	1052623	1054647	0	1052623_1054647
YDR296W	Chr4	MHR1	1055212	1055892	0	1055212_1055892
YDR297W	Chr4	SUR2	1056551	1057600	0	1056551_1057600
YDR298C	Chr4	ATP5	1058176	1058814	0	1058176_1058814
YDR299W	Chr4	BFR2	1059627	1061231	0	1059627_1061231
YDR300C	Chr4	PRO1	1061505	1062791	0	1061505_1062791
YDR301W	Chr4	CFT1	1063352	1067425	0	1063352_1067425
YDR302W	Chr4	GPI11	1067731	1068390	0	1067731_1068390
YDR303C	Chr4	RSC3	1068729	1071386	0	1068729_1071386
YDR304C	Chr4	CPR5	1071880	1072557	0	1071880_1072557
YDR305C	Chr4	HNT2	1072746	1073488	1	1072746_1073312_1073402_1073488
YDR306C	Chr4	YDR306C	1073735	1075171	0	1073735_1075171
YDR307W	Chr4	PMT7	1075865	1077853	0	1075865_1077853
YDR308C	Chr4	SRB7	1078027	1078449	0	1078027_1078449
YDR309C	Chr4	GIC2	1079048	1080199	0	1079048_1080199
YDR310C	Chr4	SUM1	1081128	1084316	0	1081128_1084316
YDR311W	Chr4	TFB1	1085065	1086993	0	1085065_1086993
YDR312W	Chr4	SSF2	1087581	1088942	0	1087581_1088942
YDR313C	Chr4	PIB1	1089219	1090079	0	1089219_1090079
YDR314C	Chr4	RAD34	1090433	1092511	0	1090433_1092511
YDR315C	Chr4	IPK1	1092741	1093586	0	1092741_1093586
YDR316W	Chr4	OMS1	1093763	1095178	0	1093763_1095178
YDR316W-A	Chr4	YDR316W-A	1096064	1097386	0	1096064_1097386
YDR316W-B	Chr4	YDR316W-B	1096064	1101332	1	1096064_1097368_1097370_1101332
YDR317W	Chr4	HIM1	1102184	1103428	0	1102184_1103428
YDR318W	Chr4	MCM21	1103758	1104947	1	1103758_1103809_1103893_1104947
YDR319C	Chr4	YFT2	1105003	1105827	0	1105003_1105827
YDR320C	Chr4	SWA2	1106095	1108101	0	1106095_1108101
YDR320C-A	Chr4	DAD4	1108280	1108498	0	1108280_1108498
YDR320W-B	Chr4	YDR320W-B	1108484	1108621	0	1108484_1108621
YDR321W	Chr4	ASP1	1108702	1109847	0	1108702_1109847
YDR322C-A	Chr4	TIM11	1112003	1112293	0	1112003_1112293
YDR322W	Chr4	MRPL35	1110589	1111692	0	1110589_1111692
YDR323C	Chr4	PEP7	1112480	1114027	0	1112480_1114027
YDR324C	Chr4	UTP4	1114433	1116763	0	1114433_1116763
YDR325W	Chr4	YCG1	1117126	1120233	0	1117126_1120233
YDR326C	Chr4	YSP2	1120609	1124925	0	1120609_1124925
YDR327W	Chr4	YDR327W	1125302	1125628	0	1125302_1125628
YDR328C	Chr4	SKP1	1125434	1126018	0	1125434_1126018
YDR329C	Chr4	PEX3	1126270	1127595	0	1126270_1127595
YDR330W	Chr4	UBX5	1127872	1129374	0	1127872_1129374
YDR331W	Chr4	GPI8	1129588	1130823	0	1129588_1130823
YDR332W	Chr4	IRC3	1131001	1133070	0	1131001_1133070
YDR333C	Chr4	RQC1	1133260	1135431	0	1133260_1135431
YDR334W	Chr4	SWR1	1135932	1140476	0	1135932_1140476
YDR335W	Chr4	MSN5	1141168	1144842	0	1141168_1144842
YDR336W	Chr4	YDR336W	1145092	1146036	0	1145092_1146036
YDR337W	Chr4	MRPS28	1146319	1147179	0	1146319_1147179
YDR338C	Chr4	YDR338C	1147379	1149466	0	1147379_1149466
YDR339C	Chr4	FCF1	1149951	1150520	0	1149951_1150520
YDR340W	Chr4	YDR340W	1150881	1151183	0	1150881_1151183
YDR341C	Chr4	YDR341C	1151803	1153626	0	1151803_1153626
YDR342C	Chr4	HXT7	1154216	1155928	0	1154216_1155928
YDR343C	Chr4	HXT6	1159608	1161320	0	1159608_1161320
YDR344C	Chr4	YDR344C	1162006	1162449	0	1162006_1162449
YDR345C	Chr4	HXT3	1162957	1164660	0	1162957_1164660
YDR346C	Chr4	SVF1	1167214	1168659	0	1167214_1168659
YDR347W	Chr4	MRP1	1169178	1170143	0	1169178_1170143
YDR348C	Chr4	PAL1	1170326	1171825	0	1170326_1171825
YDR349C	Chr4	YPS7	1172386	1174176	0	1172386_1174176
YDR350C	Chr4	ATP22	1176120	1178174	0	1176120_1178174
YDR351W	Chr4	SBE2	1178666	1181260	0	1178666_1181260
YDR352W	Chr4	YPQ2	1181801	1182754	0	1181801_1182754
YDR353W	Chr4	TRR1	1183299	1184258	0	1183299_1184258
YDR354C-A	Chr4	YDR354C-A	1185139	1185282	0	1185139_1185282
YDR354W	Chr4	TRP4	1184747	1185889	0	1184747_1185889
YDR355C	Chr4	YDR355C	1186067	1186369	0	1186067_1186369
YDR356W	Chr4	SPC110	1186107	1188941	0	1186107_1188941
YDR357C	Chr4	CNL1	1189199	1189567	0	1189199_1189567
YDR358W	Chr4	GGA1	1190059	1191732	0	1190059_1191732
YDR359C	Chr4	EAF1	1191936	1194884	0	1191936_1194884
YDR360W	Chr4	OPI7	1194598	1195032	0	1194598_1195032
YDR361C	Chr4	BCP1	1195412	1196263	0	1195412_1196263
YDR362C	Chr4	TFC6	1196679	1198697	0	1196679_1198697
YDR363W	Chr4	ESC2	1199183	1200553	0	1199183_1200553
YDR363W-A	Chr4	SEM1	1202128	1202397	0	1202128_1202397
YDR364C	Chr4	CDC40	1202843	1204210	0	1202843_1204210
YDR365C	Chr4	ESF1	1204497	1206383	0	1204497_1206383
YDR365W-A	Chr4	YDR365W-A	1206997	1208319	0	1206997_1208319
YDR365W-B	Chr4	YDR365W-B	1206997	1212265	1	1206997_1208301_1208303_1212265
YDR366C	Chr4	YDR366C	1212438	1212836	0	1212438_1212836
YDR367W	Chr4	KEI1	1212848	1213614	1	1212848_1212877_1212979_1213614
YDR368W	Chr4	YPR1	1213904	1214842	0	1213904_1214842
YDR369C	Chr4	XRS2	1215016	1217580	0	1215016_1217580
YDR370C	Chr4	DXO1	1217782	1219110	0	1217782_1219110
YDR371C-A	Chr4	YDR371C-A	1219509	1219613	0	1219509_1219613
YDR371W	Chr4	CTS2	1219413	1220948	0	1219413_1220948
YDR372C	Chr4	VPS74	1221112	1222149	0	1221112_1222149
YDR373W	Chr4	FRQ1	1222759	1223331	0	1222759_1223331
YDR374C	Chr4	PHO92	1223474	1224394	0	1223474_1224394
YDR374W-A	Chr4	WIP1	1224757	1225026	0	1224757_1225026
YDR375C	Chr4	BCS1	1225166	1226536	0	1225166_1226536
YDR376W	Chr4	ARH1	1226822	1228303	0	1226822_1228303
YDR377W	Chr4	ATP17	1228611	1228916	0	1228611_1228916
YDR378C	Chr4	LSM6	1229349	1229609	0	1229349_1229609
YDR379C-A	Chr4	SDH6	1233278	1233517	0	1233278_1233517
YDR379W	Chr4	RGA2	1230167	1233196	0	1230167_1233196
YDR380W	Chr4	ARO10	1234218	1236125	0	1234218_1236125
YDR381C-A	Chr4	YDR381C-A	1238312	1238850	1	1238312_1238630_1238825_1238850
YDR381W	Chr4	YRA1	1236558	1238004	1	1236558_1236842_1237609_1238004
YDR382W	Chr4	RPP2B	1239492	1239824	0	1239492_1239824
YDR383C	Chr4	NKP1	1239960	1240676	0	1239960_1240676
YDR384C	Chr4	ATO3	1241204	1242031	0	1241204_1242031
YDR385W	Chr4	EFT2	1243230	1245758	0	1243230_1245758
YDR386W	Chr4	MUS81	1246084	1247982	0	1246084_1247982
YDR387C	Chr4	YDR387C	1248154	1249821	0	1248154_1249821
YDR388W	Chr4	RVS167	1250186	1251634	0	1250186_1251634
YDR389W	Chr4	SAC7	1252537	1254501	0	1252537_1254501
YDR390C	Chr4	UBA2	1254937	1256847	0	1254937_1256847
YDR391C	Chr4	YDR391C	1257358	1258056	0	1257358_1258056
YDR392W	Chr4	SPT3	1258696	1259709	0	1258696_1259709
